"5/18/2020 0:00","64058","109157","13790","45351","13245","64058","14032"
"5/19/2020 0:00","63856","110428","13635","45792","12879","63856","14122"
"5/20/2020 0:00","65040","110745","14282","45918","13152","65040","14217"
"5/21/2020 0:00","64038","110223","13975","45483","13207","64038","14320"
"5/22/2020 0:00","65459","112553","14250","46499","13612","65459","14464"
"5/23/2020 0:00","44544","97990","6711","41795","6173","44544","14476"
"5/24/2020 0:00","37901","86036","4954","38865","4767","37901","14485"
"5/25/2020 0:00","71099","116143","16568","48548","15958","71099","14554"
"5/26/2020 0:00","71508","116874","16700","48111","15527","71508","14627"
"5/27/2020 0:00","70980","117133","17299","47672","15737","70980","14708"
"5/28/2020 0:00","70930","118519","16961","48137","15660","70930","14743"
"5/29/2020 0:00","68639","114699","17131","45917","15986","68639","14804"
"5/30/2020 0:00","55142","106516","11000","44710","9925","55142","14816"
"5/31/2020 0:00","46920","94900","9160","40955","8425","46920","14821"
